       0.00000000       0.05000000       0.00000000       0.00000000       0.00250000
       0.02000000       0.04990010      -0.00999000       0.00004990       0.00249002
       0.04000000       0.04960080      -0.01994004       0.00019880       0.00246024
       0.06000000       0.04910330      -0.02981032       0.00044433       0.00241113
       0.08000000       0.04840958      -0.03956136       0.00078255       0.00234349
       0.10000000       0.04752242      -0.04915415       0.00120807       0.00225838
       0.12000000       0.04644538      -0.05855033       0.00171407       0.00215717
       0.14000000       0.04518275      -0.06771230       0.00229248       0.00204148
       0.16000000       0.04373960      -0.07660343       0.00293404       0.00191315
       0.18000000       0.04212168      -0.08518814       0.00362851       0.00177424
       0.20000000       0.04033548      -0.09343210       0.00436478       0.00162695
       0.22000000       0.03838813      -0.10130233       0.00513108       0.00147365
       0.23999999       0.03628744      -0.10876735       0.00591517       0.00131678
       0.25999999       0.03404179      -0.11579731       0.00670451       0.00115884
       0.27999999       0.03166018      -0.12236407       0.00748648       0.00100237
       0.29999999       0.02915212      -0.12844138       0.00824859       0.00084985
       0.31999999       0.02652766      -0.13400492       0.00897866       0.00070372
       0.33999999       0.02379729      -0.13903244       0.00966501       0.00056631
       0.35999999       0.02097192      -0.14350383       0.01029667       0.00043982
       0.37999999       0.01806287      -0.14740121       0.01086356       0.00032627
       0.39999999       0.01508177      -0.15070898       0.01135660       0.00022746
       0.41999999       0.01204054      -0.15341392       0.01176792       0.00014497
       0.43999999       0.00895135      -0.15550520       0.01209093       0.00008013
       0.45999999       0.00582656      -0.15697446       0.01232049       0.00003395
       0.47999999       0.00267865      -0.15781582       0.01245292       0.00000718
       0.49999999      -0.00047976      -0.15802592       0.01248610       0.00000023
       0.51999999      -0.00363606      -0.15760391       0.01241950       0.00001322
       0.53999999      -0.00677762      -0.15655149       0.01225419       0.00004594
       0.55999999      -0.00989186      -0.15487287       0.01199280       0.00009785
       0.57999999      -0.01296634      -0.15257475       0.01163953       0.00016813
       0.59999999      -0.01598875      -0.14966633       0.01120001       0.00025564
       0.61999999      -0.01894700      -0.14615925       0.01068126       0.00035899
       0.63999999      -0.02182927      -0.14206753       0.01009159       0.00047652
       0.65999999      -0.02462402      -0.13740754       0.00944042       0.00060634
       0.67999998      -0.02732008      -0.13219792       0.00873815       0.00074639
       0.69999998      -0.02990665      -0.12645951       0.00799600       0.00089441
       0.71999998      -0.03237340      -0.12021526       0.00722585       0.00104804
       0.73999998      -0.03471045      -0.11349015       0.00644001       0.00120482
       0.75999998      -0.03690846      -0.10631108       0.00565102       0.00136223
       0.77999998      -0.03895864      -0.09870677       0.00487151       0.00151778
       0.79999998      -0.04085279      -0.09070763       0.00411394       0.00166895
       0.81999998      -0.04258332      -0.08234565       0.00339040       0.00181334
       0.83999998      -0.04414332      -0.07365430       0.00271248       0.00194863
       0.85999998      -0.04552655      -0.06466833       0.00209100       0.00207267
       0.87999998      -0.04672747      -0.05542368       0.00153589       0.00218346
       0.89999998      -0.04774128      -0.04595734       0.00105604       0.00227923
       0.91999998      -0.04856392      -0.03630717       0.00065911       0.00235845
       0.93999998      -0.04919211      -0.02651177       0.00035144       0.00241986
       0.95999998      -0.04962333      -0.01661033       0.00013795       0.00246248
       0.97999998      -0.04985586      -0.00664244       0.00002206       0.00248561
       0.99999998      -0.04988876       0.00335201       0.00000562       0.00248889
       1.01999998      -0.04972191       0.01333306       0.00008889       0.00247227
       1.03999998      -0.04935597       0.02326078       0.00027053       0.00243601
       1.05999998      -0.04879241       0.03309545       0.00054765       0.00238070
       1.07999998      -0.04803348       0.04279774       0.00091582       0.00230722
       1.09999998      -0.04708221       0.05232884       0.00136915       0.00221673
       1.11999997      -0.04594242       0.06165063       0.00190040       0.00211071
       1.13999997      -0.04461866       0.07072581       0.00250107       0.00199082
       1.15999997      -0.04311622       0.07951809       0.00316156       0.00185901
       1.17999997      -0.04144111       0.08799230       0.00387132       0.00171737
       1.19999997      -0.03960004       0.09611453       0.00461900       0.00156816
       1.21999997      -0.03760038       0.10385231       0.00539265       0.00141379
       1.23999997      -0.03545011       0.11117468       0.00617991       0.00125671
       1.25999997      -0.03315784       0.11805235       0.00696818       0.00109944
       1.27999997      -0.03073273       0.12445782       0.00774487       0.00094450
       1.29999997      -0.02818450       0.13036545       0.00849757       0.00079437
       1.31999997      -0.02552333       0.13575162       0.00921425       0.00065144
       1.33999997      -0.02275987       0.14059478       0.00988345       0.00051801
       1.35999997      -0.01990516       0.14487556       0.01049446       0.00039622
       1.37999997      -0.01697064       0.14857684       0.01103754       0.00028800
       1.39999997      -0.01396803       0.15168382       0.01150399       0.00019511
       1.41999997      -0.01090935       0.15418406       0.01188636       0.00011901
       1.43999997      -0.00780684       0.15606756       0.01217854       0.00006095
       1.45999997      -0.00467289       0.15732679       0.01237586       0.00002184
       1.47999997      -0.00152006       0.15795672       0.01247516       0.00000231
       1.49999997       0.00163906       0.15795482       0.01247486       0.00000269
       1.51999997       0.00479181       0.15732110       0.01237496       0.00002296
       1.53999997       0.00792561       0.15605809       0.01217706       0.00006282
       1.55999997       0.01102790       0.15417085       0.01188433       0.00012161
       1.57999996       0.01408627       0.15166693       0.01150143       0.00019842
       1.59999996       0.01708851       0.14855634       0.01103449       0.00029202
       1.61999996       0.02002259       0.14485153       0.01049098       0.00040090
       1.63999996       0.02287677       0.14056731       0.00987958       0.00052335
       1.65999996       0.02563965       0.13572082       0.00921007       0.00065739
       1.67999996       0.02830018       0.13033145       0.00849314       0.00080090
       1.69999996       0.03084770       0.12442075       0.00774026       0.00095158
       1.71999996       0.03327203       0.11801237       0.00696346       0.00110703
       1.73999996       0.03556347       0.11113194       0.00617515       0.00126476
       1.75999996       0.03771286       0.10380698       0.00538794       0.00142226
       1.77999996       0.03971160       0.09606679       0.00461441       0.00157701
       1.79999996       0.04155169       0.08794234       0.00386693       0.00172654
       1.81999996       0.04322578       0.07946612       0.00315743       0.00186847
       1.83999996       0.04472716       0.07067203       0.00249727       0.00200052
       1.85999996       0.04604983       0.06159526       0.00189699       0.00212059
       1.87999996       0.04718850       0.05227210       0.00136619       0.00222675
       1.89999996       0.04813862       0.04273986       0.00091335       0.00231733
       1.91999996       0.04889639       0.03303665       0.00054571       0.00239086
       1.93999996       0.04945877       0.02320130       0.00026915       0.00244617
       1.95999996       0.04982351       0.01327314       0.00008809       0.00248238
       1.97999996       0.04998916       0.00329190       0.00000542       0.00249892
       1.99999996       0.04995506      -0.00670252       0.00002246       0.00249551
       2.01999995       0.04972133      -0.01667013       0.00013895       0.00247221
       2.03999995       0.04928892      -0.02657105       0.00035301       0.00242940
       2.05999995       0.04865955      -0.03636569       0.00066123       0.00236775
       2.07999995       0.04783575      -0.04601487       0.00105868       0.00228826
       2.09999995       0.04682080      -0.05547999       0.00153901       0.00219219
       2.11999995       0.04561877      -0.06472319       0.00209455       0.00208107
       2.13999995       0.04423446      -0.07370750       0.00271640       0.00195669
       2.15999995       0.04267341      -0.08239697       0.00339463       0.00182102
       2.17999995       0.04094188      -0.09075686       0.00411840       0.00167624
       2.19999995       0.03904677      -0.09875372       0.00487615       0.00152465
       2.21999995       0.03699568      -0.10635557       0.00565575       0.00136868
       2.23999995       0.03479680      -0.11353199       0.00644476       0.00121082
       2.25999995       0.03245894      -0.12025429       0.00723055       0.00105358
       2.27999995       0.02999144      -0.12649557       0.00800056       0.00089949
       2.29999995       0.02740418      -0.13223086       0.00874250       0.00075099
       2.31999995       0.02470749      -0.13743724       0.00944450       0.00061046
       2.33999995       0.02191218      -0.14209386       0.01009533       0.00048014
       2.35999995       0.01902942      -0.14618211       0.01068460       0.00036212
       2.37999995       0.01607075      -0.14968563       0.01120289       0.00025827
       2.39999995       0.01304799      -0.15259041       0.01164192       0.00017025
       2.41999995       0.00997323      -0.15488482       0.01199465       0.00009947
       2.43999995       0.00685879      -0.15655970       0.01225547       0.00004704
       2.45999995       0.00371711      -0.15760834       0.01242019       0.00001382
       2.47999994       0.00056076      -0.15802655       0.01248619       0.00000031
       2.49999994      -0.00259763      -0.15781264       0.01245242       0.00000675
       2.51999994      -0.00574543      -0.15696749       0.01231940       0.00003301
       2.53999994      -0.00887005      -0.15549447       0.01208927       0.00007868
       2.55999994      -0.01195899      -0.15339947       0.01176570       0.00014302
       2.57999994      -0.01499990      -0.15069087       0.01135387       0.00022500
       2.59999994      -0.01798060      -0.14737951       0.01086036       0.00032330
       2.61999994      -0.02088918      -0.14347864       0.01029306       0.00043636
       2.63999994      -0.02371401      -0.13900384       0.00966103       0.00056235
       2.65999994      -0.02644377      -0.13397303       0.00897439       0.00069927
       2.67999994      -0.02906757      -0.12840633       0.00824409       0.00084492
       2.69999994      -0.03157489      -0.12232601       0.00748183       0.00099697
       2.71999994      -0.03395571      -0.11575638       0.00669977       0.00115299
       2.73999994      -0.03620052      -0.10872372       0.00591042       0.00131048
       2.75999994      -0.03830031      -0.10125617       0.00512641       0.00146691
       2.77999994      -0.04024671      -0.09338360       0.00436025       0.00161980
       2.79999994      -0.04203192      -0.08513749       0.00362420       0.00176668
       2.81999994      -0.04364881      -0.07655083       0.00293001       0.00190522
       2.83999994      -0.04509089      -0.06765797       0.00228880       0.00203319
       2.85999994      -0.04635242      -0.05849447       0.00171080       0.00214855
       2.87999994      -0.04742833      -0.04909700       0.00120526       0.00224945
       2.89999994      -0.04831433      -0.03950314       0.00078025       0.00233427
       2.91999993      -0.04900688      -0.02975127       0.00044257       0.00240167
       2.93999993      -0.04950319      -0.01988039       0.00019761       0.00245057
       2.95999993      -0.04980130      -0.00992999       0.00004930       0.00248017
       2.97999993      -0.04990000       0.00006013       0.00000000       0.00249001
       2.99999993      -0.04979890       0.01005001       0.00005050       0.00247993
       3.01999993      -0.04949840       0.01999969       0.00019999       0.00245009
       3.03999993      -0.04899971       0.02986937       0.00044609       0.00240097
       3.05999993      -0.04830482       0.03961957       0.00078486       0.00233336
       3.07999993      -0.04741651       0.04921130       0.00121088       0.00224833
       3.09999993      -0.04633834       0.05860617       0.00171734       0.00214724
       3.11999993      -0.04507461       0.06776663       0.00229616       0.00203172
       3.13999993      -0.04363038       0.07665602       0.00293807       0.00190361
       3.15999993      -0.04201143       0.08523878       0.00363282       0.00176496
       3.17999993      -0.04022424       0.09348059       0.00436931       0.00161799
       3.19999993      -0.03827595       0.10134848       0.00513576       0.00146505
       3.21999993      -0.03617435       0.10881097       0.00591991       0.00130858
       3.23999993      -0.03392786       0.11583822       0.00670925       0.00115110
       3.25999993      -0.03154546       0.12240211       0.00749114       0.00099512
       3.27999993      -0.02903667       0.12847640       0.00825309       0.00084313
       3.29999993      -0.02641154       0.13403678       0.00898293       0.00069757
       3.31999993      -0.02368056       0.13906102       0.00966898       0.00056077
       3.33999993      -0.02085466       0.14352901       0.01030029       0.00043492
       3.35999992      -0.01794515       0.14742288       0.01086675       0.00032203
       3.37999992      -0.01496365       0.15072707       0.01135932       0.00022391
       3.39999992      -0.01192209       0.15342834       0.01177013       0.00014214
       3.41999992      -0.00883265       0.15551590       0.01209260       0.00007802
       3.43999992      -0.00570768       0.15698140       0.01232158       0.00003258
       3.45999992      -0.00255967       0.15781897       0.01245341       0.00000655
       3.47999992       0.00059877       0.15802527       0.01248599       0.00000036
       3.49999992       0.00375502       0.15759947       0.01241880       0.00001410
       3.51999992       0.00689644       0.15654326       0.01225290       0.00004756
       3.53999992       0.01001049       0.15486089       0.01199095       0.00010021
       3.55999992       0.01308468       0.15255907       0.01163713       0.00017121
       3.57999992       0.01610675       0.14964701       0.01119711       0.00025943
       3.59999992       0.01906458       0.14613637       0.01067792       0.00036346
       3.61999992       0.02194635       0.14204118       0.01008785       0.00048164
       3.63999992       0.02474054       0.13737783       0.00943633       0.00061209
       3.65999992       0.02743597       0.13216497       0.00873379       0.00075273
       3.67999992       0.03002186       0.12642344       0.00799144       0.00090131
       3.69999992       0.03248785       0.12017622       0.00722116       0.00105546
       3.71999992       0.03482410       0.11344830       0.00643526       0.00121272
       3.73999992       0.03702125       0.10626658       0.00564629       0.00137057
       3.75999992       0.03907051       0.09865980       0.00486688       0.00152650
       3.77999992       0.04096369       0.09065838       0.00410947       0.00167802
       3.79999992       0.04269322       0.08229433       0.00338618       0.00182271
       3.81999991       0.04425217       0.07360109       0.00270856       0.00195825
       3.83999991       0.04563432       0.06461346       0.00208745       0.00208249
       3.85999991       0.04683413       0.05536737       0.00153277       0.00219344
       3.87999991       0.04784680       0.04589981       0.00105340       0.00228932
       3.89999991       0.04866828       0.03624865       0.00065698       0.00236860
       3.91999991       0.04929530       0.02645249       0.00034987       0.00243003
       3.93999991       0.04972533       0.01655053       0.00013696       0.00247261
       3.95999991       0.04995665       0.00658236       0.00002166       0.00249567
       3.97999991       0.04998836      -0.00341213       0.00000582       0.00249884
       3.99999991       0.04982031      -0.01339298       0.00008969       0.00248206
       4.01999991       0.04945317      -0.02332025       0.00027192       0.00244562
       4.03999991       0.04888843      -0.03315425       0.00054960       0.00239008
       4.05999991       0.04812833      -0.04285562       0.00091830       0.00231634
       4.07999991       0.04717592      -0.05238558       0.00137212       0.00222557
       4.09999991       0.04603500      -0.06170599       0.00190381       0.00211922
       4.11999991       0.04471015      -0.07077958       0.00250487       0.00199900
       4.13999991       0.04320665      -0.07957005       0.00316570       0.00186681
       4.15999991       0.04153053      -0.08804224       0.00387572       0.00172478
       4.17999991       0.03968848      -0.09616226       0.00462359       0.00157518
       4.19999991       0.03768788      -0.10389763       0.00539736       0.00142038
       4.21999991       0.03553673      -0.11121741       0.00618466       0.00126286
       4.23999991       0.03324364      -0.11809232       0.00697290       0.00110514
       4.25999990       0.03081776      -0.12449486       0.00774949       0.00094973
       4.27999990       0.02826882      -0.13039943       0.00850201       0.00079913
       4.29999990       0.02560700      -0.13578239       0.00921843       0.00065572
       4.31999990       0.02284296      -0.14062223       0.00988731       0.00052180
       4.33999990       0.01998774      -0.14489958       0.01049794       0.00039951
       4.35999990       0.01705277      -0.14859732       0.01104058       0.00029080
       4.37999990       0.01404979      -0.15170068       0.01150655       0.00019740
       4.39999990       0.01099081      -0.15419724       0.01188839       0.00012080
       4.41999990       0.00788807      -0.15607701       0.01218002       0.00006222
       4.43999990       0.00475397      -0.15733247       0.01237675       0.00002260
       4.45999990       0.00160106      -0.15795860       0.01247546       0.00000256
       4.47999990      -0.00155805      -0.15795289       0.01247456       0.00000243
