       0.00000000       0.05000000       0.00000000      -0.50000000       0.00000000       0.00250000
       0.02000000       0.04990003      -0.00999333      -0.50000000       0.00004993       0.00249001
       0.04000000       0.04960053      -0.01994671      -0.50000000       0.00019894       0.00246021
       0.06000000       0.04910270      -0.02982032      -0.50000000       0.00044463       0.00241107
       0.08000000       0.04840852      -0.03957470      -0.50000000       0.00078308       0.00234338
       0.10000000       0.04752076      -0.04917082      -0.50000000       0.00120888       0.00225822
       0.12000000       0.04644299      -0.05857033      -0.50000000       0.00171524       0.00215695
       0.14000000       0.04517951      -0.06773564      -0.50000000       0.00229406       0.00204119
       0.16000000       0.04373537      -0.07663009      -0.50000000       0.00293609       0.00191278
       0.18000000       0.04211635      -0.08521813      -0.50000000       0.00363106       0.00177379
       0.20000000       0.04032892      -0.09346540      -0.50000000       0.00436789       0.00162642
       0.22000000       0.03838023      -0.10133894      -0.50000000       0.00513479       0.00147304
       0.23999999       0.03627807      -0.10880726      -0.50000000       0.00591951       0.00131610
       0.25999999       0.03403084      -0.11584050      -0.50000000       0.00670951       0.00115810
       0.27999999       0.03164753      -0.12241052      -0.50000000       0.00749217       0.00100157
       0.29999999       0.02913768      -0.12849107      -0.50000000       0.00825498       0.00084900
       0.31999999       0.02651132      -0.13405783      -0.50000000       0.00898575       0.00070285
       0.33999999       0.02377894      -0.13908853      -0.50000000       0.00967281       0.00056544
       0.35999999       0.02095148      -0.14356306      -0.50000000       0.01030518       0.00043896
       0.37999999       0.01804025      -0.14746354      -0.50000000       0.01087275       0.00032545
       0.39999999       0.01505688      -0.15077435      -0.50000000       0.01136645       0.00022671
       0.41999999       0.01201329      -0.15348227      -0.50000000       0.01177840       0.00014432
       0.43999999       0.00892168      -0.15557647      -0.50000000       0.01210202       0.00007960
       0.45999999       0.00579438      -0.15704856      -0.50000000       0.01233213       0.00003357
       0.47999999       0.00264392      -0.15789268      -0.50000000       0.01246505       0.00000699
       0.49999999      -0.00051711      -0.15810543      -0.50000000       0.01249866       0.00000027
       0.51999999      -0.00367608      -0.15768597      -0.50000000       0.01243243       0.00001351
       0.53999999      -0.00682035      -0.15663598      -0.50000000       0.01226741       0.00004652
       0.55999999      -0.00993734      -0.15495965      -0.50000000       0.01200625       0.00009875
       0.57999999      -0.01301460      -0.15266369      -0.50000000       0.01165310       0.00016938
       0.59999999      -0.01603982      -0.14975728      -0.50000000       0.01121362       0.00025728
       0.61999999      -0.01900090      -0.14625204      -0.50000000       0.01069483       0.00036103
       0.63999999      -0.02188600      -0.14216198      -0.50000000       0.01010501       0.00047900
       0.65999999      -0.02468359      -0.13750347      -0.50000000       0.00945360       0.00060928
       0.67999998      -0.02738248      -0.13229513      -0.50000000       0.00875100       0.00074980
       0.69999998      -0.02997187      -0.12655778      -0.50000000       0.00800844       0.00089831
       0.71999998      -0.03244141      -0.12031437      -0.50000000       0.00723777       0.00105245
       0.73999998      -0.03478123      -0.11358987      -0.50000000       0.00645133       0.00120973
       0.75999998      -0.03698198      -0.10641115      -0.50000000       0.00566167       0.00136767
       0.77999998      -0.03903484      -0.09880694      -0.50000000       0.00488141       0.00152372
       0.79999998      -0.04093162      -0.09080762      -0.50000000       0.00412301       0.00167540
       0.81999998      -0.04266473      -0.08244520      -0.50000000       0.00339861       0.00182028
       0.83999998      -0.04422723      -0.07375311      -0.50000000       0.00271976       0.00195605
       0.85999998      -0.04561289      -0.06476610      -0.50000000       0.00209732       0.00208054
       0.87999998      -0.04681615      -0.05552012      -0.50000000       0.00154124       0.00219175
       0.89999998      -0.04783221      -0.04605212      -0.50000000       0.00106040       0.00228792
       0.91999998      -0.04865701      -0.03639998      -0.50000000       0.00066248       0.00236750
       0.93999998      -0.04928724      -0.02660229      -0.50000000       0.00035384       0.00242923
       0.95999998      -0.04972039      -0.01669823      -0.50000000       0.00013942       0.00247212
       0.97999998      -0.04995472      -0.00672740      -0.50000000       0.00002263       0.00249547
       0.99999998      -0.04998930       0.00327034      -0.50000000       0.00000535       0.00249893
       1.01999998      -0.04982400       0.01325500      -0.50000000       0.00008785       0.00248243
       1.03999998      -0.04945946       0.02318665      -0.50000000       0.00026881       0.00244624
       1.05999998      -0.04889715       0.03302559      -0.50000000       0.00054534       0.00239093
       1.07999998      -0.04813931       0.04273247      -0.50000000       0.00091303       0.00231739
       1.09999998      -0.04718899       0.05226848      -0.50000000       0.00136600       0.00222680
       1.11999997      -0.04604997       0.06159549      -0.50000000       0.00189700       0.00212060
       1.13999997      -0.04472681       0.07067619      -0.50000000       0.00249756       0.00200049
       1.15999997      -0.04322481       0.07947429      -0.50000000       0.00315808       0.00186838
       1.17999997      -0.04154996       0.08795459      -0.50000000       0.00386800       0.00172640
       1.19999997      -0.03970897       0.09608319      -0.50000000       0.00461599       0.00157680
       1.21999997      -0.03770919       0.10382759      -0.50000000       0.00539008       0.00142198
       1.23999997      -0.03555863       0.11115681      -0.50000000       0.00617792       0.00126442
       1.25999997      -0.03326588       0.11804156      -0.50000000       0.00696691       0.00110662
       1.27999997      -0.03084012       0.12445430      -0.50000000       0.00774444       0.00095111
       1.29999997      -0.02829103       0.13036939      -0.50000000       0.00849809       0.00080038
       1.31999997      -0.02562882       0.13576317      -0.50000000       0.00921582       0.00065684
       1.33999997      -0.02286412       0.14061408      -0.50000000       0.00988616       0.00052277
       1.35999997      -0.02000800       0.14490272      -0.50000000       0.01049840       0.00040032
       1.37999997      -0.01707188       0.14861195      -0.50000000       0.01104276       0.00029145
       1.39999997      -0.01406749       0.15172692      -0.50000000       0.01151053       0.00019789
       1.41999997      -0.01100685       0.15423519      -0.50000000       0.01189425       0.00012115
       1.43999997      -0.00790219       0.15612672      -0.50000000       0.01218778       0.00006244
       1.45999997      -0.00476594       0.15739396      -0.50000000       0.01238643       0.00002271
       1.47999997      -0.00161063       0.15803183      -0.50000000       0.01248703       0.00000259
       1.49999997       0.00155112       0.15803778      -0.50000000       0.01248797       0.00000241
       1.51999997       0.00470667       0.15741180      -0.50000000       0.01238924       0.00002215
       1.53999997       0.00784339       0.15615637      -0.50000000       0.01219241       0.00006152
       1.55999997       0.01094876       0.15427653      -0.50000000       0.01190062       0.00011988
       1.57999996       0.01401034       0.15177979      -0.50000000       0.01151855       0.00019629
       1.59999996       0.01701590       0.14867613      -0.50000000       0.01105230       0.00028954
       1.61999996       0.01995342       0.14497796      -0.50000000       0.01050930       0.00039814
       1.63999996       0.02281116       0.14070008      -0.50000000       0.00989826       0.00052035
       1.65999996       0.02557767       0.13585958      -0.50000000       0.00922891       0.00065422
       1.67999996       0.02824192       0.13047583      -0.50000000       0.00851197       0.00079761
       1.69999996       0.03079323       0.12457034      -0.50000000       0.00775889       0.00094822
       1.71999996       0.03322141       0.11816675      -0.50000000       0.00698169       0.00110366
       1.73999996       0.03551675       0.11129064      -0.50000000       0.00619280       0.00126144
       1.75999996       0.03767007       0.10396952      -0.50000000       0.00540483       0.00141903
       1.77999996       0.03967276       0.09623266      -0.50000000       0.00463036       0.00157393
       1.79999996       0.04151681       0.08811099      -0.50000000       0.00388177       0.00172365
       1.81999996       0.04319485       0.07963700      -0.50000000       0.00317103       0.00186579
       1.83999996       0.04470017       0.07084457      -0.50000000       0.00250948       0.00199810
       1.85999996       0.04602674       0.06176885      -0.50000000       0.00190770       0.00211846
       1.87999996       0.04716927       0.05244615      -0.50000000       0.00137530       0.00222494
       1.89999996       0.04812319       0.04291372      -0.50000000       0.00092079       0.00231584
       1.91999996       0.04888468       0.03320970      -0.50000000       0.00055144       0.00238971
       1.93999996       0.04945069       0.02337288      -0.50000000       0.00027315       0.00244537
       1.95999996       0.04981897       0.01344261      -0.50000000       0.00009035       0.00248193
       1.97999996       0.04998804       0.00345858      -0.50000000       0.00000598       0.00249880
       1.99999996       0.04995722      -0.00653928      -0.50000000       0.00002138       0.00249572
       2.01999995       0.04972664      -0.01651099      -0.50000000       0.00013631       0.00247274
       2.03999995       0.04929722      -0.02641668      -0.50000000       0.00034892       0.00243022
       2.05999995       0.04867068      -0.03621673      -0.50000000       0.00065583       0.00236883
       2.07999995       0.04784952      -0.04587197      -0.50000000       0.00105212       0.00228958
       2.09999995       0.04683702      -0.05534378      -0.50000000       0.00153147       0.00219371
       2.11999995       0.04563724      -0.06459429      -0.50000000       0.00208621       0.00208276
       2.13999995       0.04425497      -0.07358651      -0.50000000       0.00270749       0.00195850
       2.15999995       0.04269574      -0.08228448      -0.50000000       0.00338537       0.00182293
       2.17999995       0.04096579      -0.09065342      -0.50000000       0.00410902       0.00167820
       2.19999995       0.03907202      -0.09865987      -0.50000000       0.00486689       0.00152662
       2.21999995       0.03702202      -0.10627181      -0.50000000       0.00564685       0.00137063
       2.23999995       0.03482398      -0.11345881      -0.50000000       0.00643645       0.00121271
       2.25999995       0.03248670      -0.12019212      -0.50000000       0.00722307       0.00105539
       2.27999995       0.03001950      -0.12644483      -0.50000000       0.00799415       0.00090117
       2.29999995       0.02743227      -0.13219192      -0.50000000       0.00873735       0.00075253
